time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/critic_loss
3096,74304,-56.38905410999999,31,24.0,2348,74203,921.48291015625,0.0003,0.8007330894470215,14.630230903625488,52787.0546875
3100,74400,-53.88093634,31,24.0,2351,74299,986.6096801757812,0.0003,0.8849284648895264,14.385608673095703,55182.359375
3104,74496,-55.03568702000001,31,24.0,2354,74395,940.3385009765625,0.0003,0.5016722679138184,14.328161239624023,48115.78125
3108,74592,-54.31107841000001,31,24.0,2357,74491,965.3382568359375,0.0003,1.8601152896881104,14.243447303771973,70103.640625
3112,74688,-55.41167645,31,24.0,2360,74587,958.966796875,0.0003,-1.194967269897461,14.39755916595459,53522.94921875
3116,74784,-55.40806583999999,31,24.0,2362,74683,1047.9273681640625,0.0003,-1.1681277751922607,14.212418556213379,70374.71875
3120,74880,-55.95588381999999,31,24.0,2365,74779,1029.89111328125,0.0003,-0.6726325750350952,14.099930763244629,52905.87109375
3124,74976,-59.03422903999999,31,24.0,2368,74875,1019.5684814453125,0.0003,1.4760246276855469,14.09632396697998,53426.4296875
3128,75072,-60.697360550000006,31,24.0,2371,74971,964.7079467773438,0.0003,-0.3867274522781372,13.855365753173828,60040.70703125
3132,75168,-61.26943764,31,24.0,2374,75067,972.5884399414062,0.0003,0.15277573466300964,13.839149475097656,62336.7890625
3136,75264,-61.753435520000004,31,24.0,2377,75163,965.6224365234375,0.0003,-0.6505475044250488,13.773125648498535,48994.20703125
3140,75360,-59.90120244,31,24.0,2380,75259,917.3732299804688,0.0003,1.2864258289337158,13.601266860961914,52955.95703125
3144,75456,-60.07384234999999,31,24.0,2383,75355,1000.7847900390625,0.0003,0.8807501792907715,13.69272518157959,66431.8359375
3148,75552,-60.987283500000004,31,24.0,2386,75451,916.828369140625,0.0003,-0.11156439036130905,13.658346176147461,65603.03125
3152,75648,-61.921764759999995,31,24.0,2389,75547,977.4808959960938,0.0003,-0.23978480696678162,13.723901748657227,47679.1171875
3156,75744,-63.67025464,31,24.0,2392,75643,1005.008544921875,0.0003,-4.521917819976807,13.68214225769043,51950.59375
3160,75840,-63.358513569999985,31,24.0,2395,75739,1035.0296630859375,0.0003,1.0295681953430176,13.93696403503418,65926.421875
3164,75936,-57.16735978,31,24.0,2397,75835,992.6099853515625,0.0003,-1.0980396270751953,14.017001152038574,43026.921875
3168,76032,-59.45484317,31,24.0,2400,75931,1000.63037109375,0.0003,0.31473439931869507,14.069822311401367,48026.83203125
3172,76128,-61.386620980000004,31,24.0,2403,76027,1081.4373779296875,0.0003,-1.2751743793487549,13.977518081665039,57021.6328125
3176,76224,-61.47884884,31,24.0,2406,76123,947.98193359375,0.0003,1.1105868816375732,14.048845291137695,54991.1875
3180,76320,-64.32447862,31,24.0,2409,76219,1003.6384887695312,0.0003,-1.9385900497436523,13.936492919921875,67642.8203125
3184,76416,-64.87453258999999,31,24.0,2412,76315,1031.72607421875,0.0003,2.1823678016662598,13.90028190612793,53813.16015625
3188,76512,-66.96331108,31,24.0,2415,76411,941.8153076171875,0.0003,-0.8043864965438843,13.789929389953613,48377.4921875
3192,76608,-61.80720814,31,24.0,2418,76507,921.7470703125,0.0003,1.869235634803772,13.635411262512207,50621.3515625
3196,76704,-58.38676724,31,24.0,2421,76603,933.5112915039062,0.0003,-0.5447068810462952,13.571805953979492,68858.71875
3200,76800,-60.744416140000006,31,24.0,2424,76699,961.4853515625,0.0003,0.8711766004562378,13.536959648132324,57110.53125
3204,76896,-58.32090672000001,31,24.0,2427,76795,906.7622680664062,0.0003,0.9194144606590271,13.399015426635742,54612.66015625
3208,76992,-57.13828208000001,31,24.0,2430,76891,959.84765625,0.0003,0.19016332924365997,13.325267791748047,47141.27734375
3212,77088,-57.70224655000001,31,24.0,2433,76987,988.7361450195312,0.0003,-2.206169605255127,13.262142181396484,70148.6875
3216,77184,-59.17217918,31,24.0,2436,77083,945.5860595703125,0.0003,-0.612246036529541,13.165144920349121,53977.76171875
3220,77280,-59.31074790999999,31,24.0,2439,77179,960.2052612304688,0.0003,2.0436370372772217,13.068562507629395,42275.23828125
3224,77376,-60.233059110000006,31,24.0,2442,77275,1015.6357421875,0.0003,-0.021042268723249435,13.1646146774292,64402.68359375
3228,77472,-61.17380868,31,24.0,2445,77371,894.6427001953125,0.0003,2.1222586631774902,13.083869934082031,57544.109375
3232,77568,-59.66901184999999,31,24.0,2448,77467,1000.1915893554688,0.0003,1.4949344396591187,12.932840347290039,58216.4140625
3236,77664,-61.28612191,31,24.0,2451,77563,974.0941162109375,0.0003,-1.0836529731750488,12.76500129699707,44047.5703125
3240,77760,-63.27672906,31,24.0,2454,77659,915.87744140625,0.0003,-0.5014613270759583,12.662396430969238,49282.6015625
3244,77856,-62.68676514,31,24.0,2457,77755,917.2604370117188,0.0003,-0.03395255655050278,12.57668399810791,47466.30859375
3248,77952,-62.046359239999994,31,24.0,2460,77851,952.537841796875,0.0003,-1.4116902351379395,12.470433235168457,53915.1953125
3252,78048,-64.33906273,31,24.0,2463,77947,1023.817138671875,0.0003,-1.8199925422668457,12.402207374572754,56720.73046875
3256,78144,-58.47918437000001,31,24.0,2466,78043,932.0050659179688,0.0003,1.340525507926941,12.296547889709473,47794.96875
3260,78240,-57.43628097999999,31,24.0,2469,78139,905.820068359375,0.0003,0.5789923667907715,12.232419967651367,35946.84375
3264,78336,-57.769715430000005,31,24.0,2472,78235,907.2658081054688,0.0003,0.6212165951728821,12.162973403930664,40893.96484375
3268,78432,-57.261251470000005,31,24.0,2475,78331,957.1622314453125,0.0003,0.36034196615219116,12.073440551757812,71428.625
3272,78528,-55.68320529,31,24.0,2478,78427,941.6112060546875,0.0003,0.45855796337127686,12.069725036621094,67049.71875
3276,78624,-52.61184445,31,24.0,2481,78523,948.5596313476562,0.0003,0.9839356541633606,12.07613468170166,51532.08984375
3280,78720,-50.46271022,31,24.0,2484,78619,875.34765625,0.0003,0.6006944179534912,12.148210525512695,49567.7734375
3284,78816,-51.36800381,31,24.0,2486,78715,926.6597290039062,0.0003,-0.4998442828655243,12.458260536193848,46638.953125
3288,78912,-51.557553590000005,31,24.0,2489,78811,941.7025146484375,0.0003,2.017334461212158,12.390202522277832,47553.7578125
3292,79008,-56.67189477,31,24.0,2492,78907,975.6574096679688,0.0003,-0.5153971314430237,12.558852195739746,61891.65625
3296,79104,-57.690866490000005,31,24.0,2495,79003,895.0318603515625,0.0003,-0.6262403130531311,12.537036895751953,45241.7578125
3300,79200,-55.67910812,31,24.0,2498,79099,975.2363891601562,0.0003,1.228603720664978,12.56694221496582,55492.4140625
3304,79296,-57.135395790000004,31,24.0,2501,79195,934.6846313476562,0.0003,-0.22169634699821472,12.464163780212402,51911.7265625
3308,79392,-57.36184421000001,31,24.0,2504,79291,919.79052734375,0.0003,-0.2803565263748169,12.477020263671875,49669.05078125
3312,79488,-57.89952071999999,31,24.0,2507,79387,941.2959594726562,0.0003,-0.4787410497665405,12.457830429077148,54915.140625
3316,79584,-57.35957110999999,31,24.0,2510,79483,883.7547607421875,0.0003,0.6313225030899048,12.494065284729004,58057.9453125
3320,79680,-54.616786340000004,31,24.0,2513,79579,913.5294189453125,0.0003,-0.0017642080783843994,12.413117408752441,54602.32421875
3324,79776,-53.46610141000001,31,24.0,2516,79675,977.93798828125,0.0003,-0.8599561452865601,12.40079116821289,36982.734375
3328,79872,-51.628287639999996,31,24.0,2519,79771,937.253662109375,0.0003,0.5646073222160339,12.456140518188477,46749.44140625
3332,79968,-52.46404457,31,24.0,2522,79867,947.9512939453125,0.0003,1.7805790901184082,12.494982719421387,47922.53515625
3336,80064,-51.41168015000001,31,24.0,2525,79963,1029.1788330078125,0.0003,-0.325499951839447,12.403074264526367,58226.328125
3340,80160,-51.44519776,31,24.0,2528,80059,978.7660522460938,0.0003,0.2543794512748718,12.264177322387695,50272.65625
3344,80256,-48.889881859999996,31,24.0,2531,80155,906.2011108398438,0.0003,0.024834010750055313,12.213923454284668,49045.68359375
3348,80352,-49.58009947000001,31,24.0,2534,80251,1016.91845703125,0.0003,-0.4132503271102905,12.318873405456543,53981.7265625
3352,80448,-48.507023890000006,31,24.0,2538,80347,946.6734008789062,0.0003,-1.6238503456115723,12.36391544342041,43634.6640625
3356,80544,-52.37419571,31,24.0,2541,80443,912.0557250976562,0.0003,1.3399938344955444,12.328248977661133,44117.1015625
3360,80640,-51.58999528999999,31,24.0,2543,80539,915.4031982421875,0.0003,-1.034326434135437,12.300168991088867,45485.671875
3364,80736,-48.76208920999999,31,24.0,2546,80635,893.4699096679688,0.0003,1.4391480684280396,12.359368324279785,40794.7265625
3368,80832,-47.08152654999999,31,24.0,2549,80731,925.6183471679688,0.0003,0.4137536883354187,12.177812576293945,54443.78125
3372,80928,-47.20141219,31,24.0,2552,80827,939.8240966796875,0.0003,-1.8193359375,12.220390319824219,58163.4921875
3376,81024,-45.8964469,31,24.0,2555,80923,941.142333984375,0.0003,-2.648686170578003,12.227384567260742,44070.609375
3380,81120,-45.354402179999994,31,24.0,2558,81019,930.3654174804688,0.0003,0.23024369776248932,12.130066871643066,31294.44140625
3384,81216,-47.19478464000001,31,24.0,2561,81115,897.8728637695312,0.0003,-1.13779878616333,12.057055473327637,38230.3203125
3388,81312,-47.749719559999996,31,24.0,2564,81211,990.3401489257812,0.0003,1.076428771018982,11.863901138305664,37251.87109375
3392,81408,-47.39998769999998,31,24.0,2567,81307,994.0275268554688,0.0003,-1.1872695684432983,11.79206657409668,36124.8046875
3396,81504,-50.18208414,31,24.0,2570,81403,948.4816284179688,0.0003,0.12712398171424866,11.807785034179688,45224.1640625
3400,81600,-50.791536399999984,31,24.0,2573,81499,935.9275512695312,0.0003,0.1371198296546936,11.819684982299805,37960.2578125
3404,81696,-52.60319016,31,24.0,2576,81595,947.684814453125,0.0003,0.5982171893119812,11.723457336425781,45059.09375
3408,81792,-51.97763461,31,24.0,2579,81691,920.1604614257812,0.0003,-6.241422653198242,11.747014999389648,41146.19140625
3412,81888,-50.19772526,31,24.0,2582,81787,873.9412231445312,0.0003,0.9667973518371582,12.055391311645508,47086.203125
3416,81984,-51.36594252,31,24.0,2585,81883,950.4844970703125,0.0003,1.5493896007537842,12.090625762939453,44497.9140625
3420,82080,-53.14361363999999,31,24.0,2588,81979,861.6688842773438,0.0003,0.997922956943512,12.067129135131836,47410.47265625
3424,82176,-50.96746829,31,24.0,2591,82075,915.5037841796875,0.0003,1.5154452323913574,12.091312408447266,35048.4140625
3428,82272,-51.23412184000001,31,24.0,2594,82171,896.9968872070312,0.0003,0.803019106388092,12.033489227294922,48402.859375
3432,82368,-50.750749780000014,31,24.0,2597,82267,880.390625,0.0003,-0.05334100499749184,12.001522064208984,51220.93359375
3436,82464,-48.39831698000001,31,24.0,2600,82363,942.3369140625,0.0003,1.6094553470611572,11.95153522491455,32274.70703125
3440,82560,-48.447727320000006,31,24.0,2603,82459,828.9232788085938,0.0003,-1.3340588808059692,11.935563087463379,48087.8359375
3444,82656,-52.64988330999999,31,24.0,2606,82555,822.7291259765625,0.0003,0.7936235070228577,12.01048755645752,46133.328125
3448,82752,-49.73607317999999,31,24.0,2609,82651,887.8912353515625,0.0003,0.6213960647583008,11.985660552978516,38898.953125
3452,82848,-49.97180292,31,24.0,2612,82747,855.1798706054688,0.0003,1.1349047422409058,11.910778045654297,45478.55859375
3456,82944,-51.53064191000001,31,24.0,2615,82843,908.2166137695312,0.0003,-1.3212720155715942,11.830401420593262,43332.35546875
3460,83040,-50.43799491000001,31,24.0,2618,82939,920.5750732421875,0.0003,0.40370672941207886,11.751615524291992,52564.203125
3464,83136,-53.78217568,31,24.0,2621,83035,915.3492431640625,0.0003,1.4647332429885864,11.669586181640625,36493.921875
3468,83232,-54.252003370000004,31,24.0,2624,83131,917.4651489257812,0.0003,1.2318305969238281,11.528437614440918,41990.296875
3472,83328,-55.7369027,31,24.0,2627,83227,920.9182739257812,0.0003,0.4717797040939331,11.461987495422363,48378.8125
3476,83424,-59.85905974000001,31,24.0,2630,83323,871.9215698242188,0.0003,-0.0003645569086074829,11.381176948547363,36658.7890625
3480,83520,-60.10417713000001,31,24.0,2633,83419,902.9522705078125,0.0003,0.6489232182502747,11.395787239074707,50289.11328125
3484,83616,-57.851415180000004,31,24.0,2636,83515,885.4533081054688,0.0003,-0.13096579909324646,11.305436134338379,46941.72265625
3488,83712,-57.80386110000001,31,24.0,2639,83611,803.8504028320312,0.0003,0.8157313466072083,11.324613571166992,42478.30078125
3492,83808,-55.052928380000004,31,24.0,2642,83707,1026.7803955078125,0.0003,1.1881998777389526,11.263127326965332,41620.99609375
3496,83904,-53.00787511000001,31,24.0,2645,83803,888.0032958984375,0.0003,-0.8571999073028564,11.345396041870117,46157.9375
3500,84000,-51.419523889999994,31,24.0,2648,83899,823.3795166015625,0.0003,1.199357032775879,11.405858039855957,42249.32421875
3504,84096,-50.58597861000001,31,24.0,2651,83995,773.594482421875,0.0003,0.890755295753479,11.43952751159668,43847.609375
3508,84192,-52.204465819999996,31,24.0,2654,84091,886.0020751953125,0.0003,1.2468280792236328,11.428121566772461,39745.1171875
3512,84288,-52.396459529999994,31,24.0,2657,84187,810.1507568359375,0.0003,0.6484050750732422,11.30777359008789,41020.19921875
3516,84384,-48.386459640000005,31,24.0,2660,84283,850.8760986328125,0.0003,0.20524226129055023,11.252777099609375,31056.576171875
3520,84480,-45.83522617,31,24.0,2663,84379,808.278076171875,0.0003,1.2187409400939941,11.113609313964844,35227.75390625
3524,84576,-48.355634959999996,31,24.0,2666,84475,843.4542236328125,0.0003,0.9537350535392761,10.96113395690918,50439.765625
3528,84672,-50.630248489999985,31,24.0,2669,84571,842.276611328125,0.0003,0.44512832164764404,10.917021751403809,35166.046875
3532,84768,-51.1815618,31,24.0,2672,84667,838.00390625,0.0003,-0.7287657260894775,10.825858116149902,45132.9375
3536,84864,-52.414219679999995,31,24.0,2675,84763,818.6412963867188,0.0003,-0.576215386390686,10.76223087310791,31878.1875
3540,84960,-52.56660547999999,31,24.0,2678,84859,875.4928588867188,0.0003,1.3644038438796997,10.708483695983887,32088.18359375
3544,85056,-49.92958366,31,24.0,2681,84955,811.7118530273438,0.0003,-0.44409775733947754,10.569314956665039,41912.8203125
3548,85152,-52.25720956,31,24.0,2684,85051,848.3643188476562,0.0003,-0.47805023193359375,10.500284194946289,42781.13671875
3552,85248,-52.09465327999998,31,24.0,2687,85147,793.4857788085938,0.0003,-0.4948965907096863,10.504390716552734,38268.9765625
3556,85344,-53.22387617999999,31,24.0,2690,85243,782.4514770507812,0.0003,-0.09480907022953033,10.478425979614258,30416.35546875
3560,85440,-53.65339660000001,31,24.0,2693,85339,793.875244140625,0.0003,0.5134162902832031,10.464797019958496,53156.1796875
3564,85536,-52.350109759999995,31,24.0,2696,85435,810.6499633789062,0.0003,0.805111289024353,10.43050479888916,32640.822265625
3568,85632,-50.552166670000005,31,24.0,2699,85531,776.5696411132812,0.0003,1.3797886371612549,10.430133819580078,53805.171875
3572,85728,-49.14220894,31,24.0,2702,85627,786.5565185546875,0.0003,-1.4780468940734863,10.449377059936523,37443.3828125
3576,85824,-47.91696553999999,31,24.0,2705,85723,824.1762084960938,0.0003,0.7928211688995361,10.415820121765137,39482.70703125
3580,85920,-47.06051806000001,31,24.0,2708,85819,805.1812744140625,0.0003,-2.0430164337158203,10.33884048461914,41672.9921875
3584,86016,-46.65626059,31,24.0,2711,85915,794.7063598632812,0.0003,0.8010290861129761,10.390100479125977,40973.953125
3588,86112,-45.93042079,31,24.0,2714,86011,854.476318359375,0.0003,0.4628797471523285,10.351160049438477,30202.509765625
3592,86208,-47.97944959999999,31,24.0,2717,86107,800.37060546875,0.0003,-1.3236007690429688,10.471116065979004,33946.390625
3596,86304,-48.51704664000001,31,24.0,2720,86203,860.3446044921875,0.0003,0.4653400778770447,10.516992568969727,35832.46875
3600,86400,-49.42147981,31,24.0,2723,86299,809.9031982421875,0.0003,1.1065151691436768,10.514037132263184,42993.87109375
3604,86496,-47.40644433000001,31,24.0,2726,86395,764.5309448242188,0.0003,1.4378994703292847,10.383708953857422,45455.03125
3608,86592,-50.04467691000001,31,24.0,2729,86491,774.2809448242188,0.0003,0.28494685888290405,10.355758666992188,38532.94140625
3612,86688,-51.80083205999999,31,24.0,2732,86587,807.475830078125,0.0003,-0.39554840326309204,10.28249454498291,44873.63671875
3616,86784,-54.01159708000001,31,24.0,2735,86683,806.0616455078125,0.0003,-1.5151495933532715,10.339190483093262,38494.3359375
3620,86880,-53.62976374,31,24.0,2738,86779,784.797119140625,0.0003,-0.3038698732852936,10.27545166015625,35161.1328125
3624,86976,-51.77726476,31,24.0,2741,86875,756.134765625,0.0003,0.6749654412269592,10.226677894592285,30685.560546875
3628,87072,-51.62525836999999,31,24.0,2744,86971,776.1683959960938,0.0003,0.7211076021194458,10.131354331970215,36249.859375
3632,87168,-52.67420562,31,24.0,2747,87067,765.242919921875,0.0003,-1.4987552165985107,10.18584156036377,40591.75
3636,87264,-50.582624320000015,31,24.0,2750,87163,718.4469604492188,0.0003,-0.29667603969573975,10.143465042114258,43821.26953125
3640,87360,-49.82129747,31,24.0,2753,87259,798.0203857421875,0.0003,0.3972231149673462,10.268621444702148,40312.3515625
3644,87456,-48.122212690000005,31,24.0,2756,87355,811.7228393554688,0.0003,1.244913101196289,10.486865997314453,37855.2265625
3648,87552,-47.38618528999999,31,24.0,2759,87451,804.9652709960938,0.0003,1.1334176063537598,10.42647933959961,32311.3515625
3652,87648,-45.44884908,31,24.0,2762,87547,812.2830200195312,0.0003,-0.8645956516265869,10.471393585205078,36397.72265625
3656,87744,-41.09747988,31,24.0,2765,87643,781.7957153320312,0.0003,-0.5852106809616089,10.444963455200195,38603.3359375
3660,87840,-43.34063715,31,24.0,2768,87739,793.544189453125,0.0003,1.4037718772888184,10.577916145324707,38399.0078125
3664,87936,-43.20029909000001,31,24.0,2771,87835,777.95556640625,0.0003,0.05571337789297104,10.635551452636719,30281.859375
3668,88032,-46.129400299999986,31,24.0,2774,87931,861.3865966796875,0.0003,1.486936330795288,10.736125946044922,32301.93359375
3672,88128,-45.48538873,31,24.0,2777,88027,778.4642333984375,0.0003,0.45033881068229675,10.627500534057617,35104.1953125
3676,88224,-45.51026447,31,24.0,2780,88123,829.9329223632812,0.0003,-1.845414161682129,10.580592155456543,28215.91796875
3680,88320,-47.59484524999999,31,24.0,2783,88219,805.6369018554688,0.0003,-0.48590153455734253,10.510703086853027,30449.8515625
3684,88416,-45.805204569999994,31,24.0,2786,88315,836.9971313476562,0.0003,-1.0518077611923218,10.408727645874023,44728.09375
3688,88512,-46.911202810000006,31,24.0,2789,88411,808.9589233398438,0.0003,0.07448239624500275,10.327817916870117,38447.375
3692,88608,-47.30102296,31,24.0,2792,88507,763.655029296875,0.0003,-1.2283306121826172,10.344198226928711,65593.0859375
3696,88704,-48.14302764000001,31,24.0,2795,88603,827.07568359375,0.0003,-2.2210869789123535,10.397876739501953,33589.33984375
3700,88800,-49.72466272,31,24.0,2798,88699,788.13330078125,0.0003,0.23025688529014587,10.398467063903809,48148.96875
3704,88896,-52.267919680000006,31,24.0,2801,88795,775.3246459960938,0.0003,0.6676713824272156,10.37800121307373,39272.8671875
3708,88992,-49.38070325,31,24.0,2804,88891,700.7351684570312,0.0003,-1.2627862691879272,10.360172271728516,37691.1796875
3712,89088,-47.16359157,31,24.0,2807,88987,802.963134765625,0.0003,-1.7763389348983765,10.415000915527344,38001.1953125
3716,89184,-46.65642378,31,24.0,2810,89083,797.9794921875,0.0003,0.8851785659790039,10.539996147155762,44437.9296875
3720,89280,-50.33554149999999,31,24.0,2813,89179,800.4846801757812,0.0003,-0.010251659899950027,10.696232795715332,31887.0859375
3724,89376,-49.61949973000001,31,24.0,2816,89275,786.3860473632812,0.0003,-1.0878654718399048,10.639860153198242,43610.1953125
3728,89472,-46.99631378000001,31,24.0,2819,89371,842.7243041992188,0.0003,-0.6950007677078247,10.611261367797852,44418.7578125
3732,89568,-46.04844286,31,24.0,2822,89467,794.8150634765625,0.0003,0.25987017154693604,10.597674369812012,27478.935546875
3736,89664,-46.30609883,31,24.0,2825,89563,742.56005859375,0.0003,-1.871944546699524,10.577545166015625,46571.3203125
3740,89760,-47.16280562,31,24.0,2828,89659,793.1160888671875,0.0003,1.8292511701583862,10.571306228637695,35475.234375
3744,89856,-49.28576316999999,31,24.0,2832,89755,759.0961303710938,0.0003,1.266801118850708,10.60531997680664,22525.421875
3748,89952,-51.30604223,31,24.0,2835,89851,794.7097778320312,0.0003,1.101137399673462,10.511041641235352,31108.283203125
3752,90048,-53.43685427000001,31,24.0,2838,89947,762.3558959960938,0.0003,1.207422137260437,10.369184494018555,30790.89453125
3756,90144,-57.93781932000001,31,24.0,2841,90043,814.5112915039062,0.0003,0.6134837865829468,10.677205085754395,37566.796875
3760,90240,-54.86797055,31,24.0,2844,90139,810.6290283203125,0.0003,0.6145802140235901,10.792054176330566,38661.0546875
3764,90336,-54.969841230000014,31,24.0,2847,90235,791.4527587890625,0.0003,0.3551008105278015,10.935795783996582,37188.59765625
3768,90432,-51.48031136,31,24.0,2850,90331,846.8489379882812,0.0003,1.6343464851379395,10.92506217956543,38541.515625
3772,90528,-49.541074099999996,31,24.0,2853,90427,850.4160766601562,0.0003,-2.695596218109131,11.156248092651367,28160.849609375
3776,90624,-49.562450580000004,31,24.0,2856,90523,765.1087646484375,0.0003,-0.8939083814620972,11.203424453735352,26866.2890625
3780,90720,-49.07154792,31,24.0,2859,90619,757.5302734375,0.0003,0.8502726554870605,11.112044334411621,32059.080078125
3784,90816,-50.53639251,31,24.0,2862,90715,793.4892578125,0.0003,1.0402816534042358,11.153247833251953,61632.15625
3788,90912,-46.37467231000001,31,24.0,2865,90811,873.6547241210938,0.0003,1.3355907201766968,11.037925720214844,39361.625
3792,91008,-46.718300559999996,31,24.0,2868,90907,813.6898803710938,0.0003,0.17807471752166748,10.96444034576416,30498.955078125
3796,91104,-45.73586651999999,31,24.0,2871,91003,809.6647338867188,0.0003,1.2237759828567505,10.977289199829102,31073.45703125
3800,91200,-45.40360289,31,24.0,2874,91099,801.1476440429688,0.0003,1.201574444770813,10.912959098815918,29275.76953125
3804,91296,-45.199787620000016,31,24.0,2877,91195,774.57080078125,0.0003,0.9514060020446777,11.038033485412598,31342.14453125
3808,91392,-44.05949920999999,31,24.0,2880,91291,900.2588500976562,0.0003,1.7427442073822021,11.000480651855469,35241.25
3812,91488,-45.33352722000001,31,24.0,2883,91387,812.86865234375,0.0003,0.6615080237388611,10.940672874450684,27874.578125
3816,91584,-42.76809601,31,24.0,2886,91483,782.1483154296875,0.0003,0.9503462314605713,10.870250701904297,41305.234375
3820,91680,-38.444684650000006,31,24.0,2889,91579,859.1205444335938,0.0003,0.8879988193511963,10.805623054504395,35322.2734375
3824,91776,-38.55307049,31,24.0,2892,91675,931.48193359375,0.0003,-2.0848734378814697,11.2521390914917,28086.72265625
3828,91872,-35.423663409999996,31,24.0,2895,91771,846.8619384765625,0.0003,0.9986644983291626,11.477960586547852,34236.546875
3832,91968,-35.24538448,31,24.0,2898,91867,816.451416015625,0.0003,0.6989834308624268,11.39657211303711,54348.03125
3836,92064,-34.80743073,31,24.0,2901,91963,802.066162109375,0.0003,0.6087357997894287,11.340222358703613,34855.0703125
3840,92160,-35.03633534,31,24.0,2904,92059,859.800048828125,0.0003,-1.1995606422424316,11.19576644897461,34483.1015625
3844,92256,-34.92103856,31,24.0,2907,92155,791.3534545898438,0.0003,-0.11240313947200775,11.094230651855469,41047.61328125
3848,92352,-32.92858507,31,24.0,2910,92251,891.9043579101562,0.0003,2.3516273498535156,11.008752822875977,40437.640625
3852,92448,-33.55513651,31,24.0,2913,92347,815.2564697265625,0.0003,1.0387121438980103,10.959213256835938,29286.04296875
3856,92544,-28.543193690000003,31,24.0,2916,92443,849.8397216796875,0.0003,2.1064062118530273,10.83883285522461,39481.828125
3860,92640,-30.904876529999996,31,24.0,2919,92539,861.3902587890625,0.0003,-2.199199676513672,10.80576229095459,30056.91015625
3864,92736,-29.756589180000002,31,24.0,2922,92635,844.2493896484375,0.0003,1.612757682800293,10.939931869506836,36262.6640625
3868,92832,-31.409552309999995,31,24.0,2925,92731,805.7058715820312,0.0003,1.6861536502838135,10.854411125183105,36839.4296875
3872,92928,-33.89419434,31,24.0,2928,92827,754.369140625,0.0003,1.1314046382904053,10.756922721862793,32602.35546875
3876,93024,-34.8965338,31,24.0,2931,92923,828.5087890625,0.0003,-0.5285881757736206,10.714533805847168,32962.65234375
3880,93120,-36.29276554,31,24.0,2934,93019,804.7853393554688,0.0003,0.38448968529701233,10.666720390319824,27103.94140625
3884,93216,-38.023355699999996,31,24.0,2937,93115,805.136474609375,0.0003,-1.6725245714187622,10.767908096313477,32614.216796875
3888,93312,-41.494322270000005,31,24.0,2940,93211,877.376708984375,0.0003,-2.1387486457824707,10.855684280395508,38455.48828125
3892,93408,-40.19992192,31,24.0,2943,93307,798.903076171875,0.0003,-0.5843403935432434,10.851943016052246,44287.046875
3896,93504,-42.244608709999994,31,24.0,2946,93403,803.2074584960938,0.0003,1.1241039037704468,10.754399299621582,35108.3828125
3900,93600,-40.729222650000004,31,24.0,2949,93499,831.6347045898438,0.0003,-1.0697877407073975,10.679899215698242,31825.4453125
3904,93696,-38.75419329,31,24.0,2953,93595,828.9639282226562,0.0003,0.8259734511375427,10.651446342468262,32381.357421875
3908,93792,-37.5183794,31,24.0,2956,93691,841.8399047851562,0.0003,1.07364022731781,10.62155818939209,34607.62109375
3912,93888,-38.2671136,31,24.0,2959,93787,818.66748046875,0.0003,0.08286020159721375,10.602018356323242,29322.0859375
3916,93984,-39.833991440000005,31,24.0,2962,93883,805.1299438476562,0.0003,0.08879730850458145,10.524269104003906,32568.525390625
3920,94080,-43.43434107000001,31,24.0,2965,93979,780.4723510742188,0.0003,0.11185896396636963,10.439373970031738,21810.0078125
3924,94176,-43.35053937,31,24.0,2968,94075,870.6083374023438,0.0003,-1.6174769401550293,10.351643562316895,34267.88671875
3928,94272,-46.81132526,31,24.0,2970,94171,795.2590942382812,0.0003,0.47878944873809814,10.299768447875977,28313.33203125
3932,94368,-46.29709837,31,24.0,2974,94267,781.8079833984375,0.0003,1.0280156135559082,10.236249923706055,28081.552734375
3936,94464,-47.83938966000001,31,24.0,2977,94363,740.469970703125,0.0003,-0.013951435685157776,10.127917289733887,36997.39453125
3940,94560,-45.27439875,31,24.0,2980,94459,782.353759765625,0.0003,0.12220345437526703,10.033317565917969,30413.509765625
3944,94656,-46.157244679999984,31,24.0,2983,94555,759.1679077148438,0.0003,-0.8638454675674438,9.89793586730957,26784.90625
3948,94752,-47.24475896,31,24.0,2986,94651,772.068359375,0.0003,1.156938910484314,9.843223571777344,26381.41015625
3952,94848,-43.97959408,31,24.0,2989,94747,829.9143676757812,0.0003,2.1040823459625244,9.786365509033203,37140.1484375
3956,94944,-46.89378772999999,31,24.0,2992,94843,880.63671875,0.0003,1.872361421585083,9.711528778076172,32613.328125
3960,95040,-47.54497323,31,24.0,2995,94939,783.869873046875,0.0003,0.7260424494743347,9.639379501342773,34537.4375
3964,95136,-48.8435706,31,24.0,2998,95035,750.1953735351562,0.0003,1.3551517724990845,9.569652557373047,37850.015625
3968,95232,-52.579004989999994,31,24.0,3001,95131,744.9383544921875,0.0003,1.1384836435317993,9.502828598022461,41909.41015625
3972,95328,-55.93574621999999,31,24.0,3004,95227,783.5584106445312,0.0003,0.8880300521850586,9.39683723449707,33798.81640625
3976,95424,-52.61615249999999,31,24.0,3007,95323,776.92236328125,0.0003,0.7400938272476196,9.331780433654785,41467.4765625
