#{"t_start": 1745789681.3433535, "env_id": "None"}
r,l,t
-115.914152,24,9.390033
-79.041486,24,9.407475
-80.548777,24,9.426158
-62.248073,24,9.455026
-113.72592,24,9.478996
-53.158189,24,9.504265
-28.443136,24,9.535011
-52.945402,24,9.562411
-100.733454,24,9.58831
-80.891977,24,9.605986
-78.529935,24,9.630024
-81.629864,24,9.650774
-84.666718,24,9.668634
-99.049147,24,9.685349
-86.692844,24,9.702094
-78.569377,24,9.717691
-34.857009,24,9.738329
40.5216,24,9.804104
38.6352,24,9.838917
41.19696,24,9.861428
57.1968,24,9.879616
67.5648,24,9.899189
34.7904,24,9.920186
48.8448,24,9.938188
60.4368,24,9.956189
-216.132051,24,9.975692
-126.767788,24,10.000432
43.0992,24,10.025451
59.112,24,10.045941
-180.105219,24,10.067245
-117.282437,24,10.084246
34.3872,24,10.100747
-120.012476,24,10.121418
34.92,24,10.137421
-190.432834,24,10.155921
45.936,24,10.174944
-36.161164,24,10.206602
-78.127948,24,10.263975
-77.722273,24,10.29161
-83.257923,24,10.315904
-76.137698,24,10.337795
-69.688385,24,10.359879
-77.229973,24,10.382881
-72.854535,24,10.401881
-81.755819,24,10.419883
-84.265946,24,10.439985
-65.457734,24,10.458987
-75.111059,24,10.475988
-62.477014,24,10.495377
-46.497971,24,10.522034
-113.236468,24,10.549739
-68.947933,24,10.574214
-28.443136,24,10.604697
-59.551951,24,10.632916
-66.17941,24,10.651774
-55.087074,24,10.668366
-128.400799,24,10.692056
-83.951173,24,10.727062
-70.844599,24,10.743606
-48.06856,24,10.763535
-59.551951,24,10.794534
-71.376395,24,10.814291
-74.86127,24,10.838352
-57.032083,24,10.85691
-68.568126,24,10.88957
-69.315011,24,10.919096
-69.315011,24,10.93912
-77.966891,24,10.957386
-62.477014,24,10.977654
-92.529338,24,11.001498
-70.761345,24,11.018498
-65.000671,24,11.040377
-93.835817,24,11.065924
-28.682476,24,11.084923
-49.580033,24,11.101924
-62.248073,24,11.118925
-72.944961,24,11.135927
-80.506955,24,11.174931
-62.376604,24,11.194216
-78.270593,24,11.212271
-66.873954,24,11.229273
-75.092898,24,11.246274
-62.107138,24,11.263275
-32.041073,24,11.285458
-51.801586,24,11.306129
-75.19476,24,11.326865
-66.222602,24,11.349614
-78.822869,24,11.370866
-63.603741,24,11.38887
-42.692176,24,11.405868
-53.728505,24,11.42387
-61.727898,24,11.439871
-65.774052,24,11.456872
-68.478838,24,11.473873
-65.085214,24,11.502768
-72.169543,24,11.544423
-65.22747,24,11.57828
38.16,24,11.619281
83.952,24,11.644407
-91.914144,24,11.662408
49.536,24,11.682409
33.5952,24,11.704411
51.5232,24,11.723413
12.2544,24,11.741415
61.8048,24,11.776013
23.688,24,11.802287
55.296,24,11.821845
47.4768,24,11.840857
63.4464,24,11.858744
42.912,24,11.876408
53.28,24,11.893263
45.0,24,11.90905
41.256,24,11.925298
55.7568,24,11.952661
44.352,24,11.970268
55.1952,24,11.987846
59.1984,24,12.004325
-81.820121,24,12.041976
-47.508307,24,12.066577
-91.740815,24,12.103577
-62.107138,24,12.134027
-75.770232,24,12.159029
82.86498,24,12.17957
-61.727898,24,12.19814
-57.230594,24,12.217414
-35.476455,24,12.236046
-71.376395,24,12.254047
-65.568114,24,12.272049
-75.388306,24,12.29205
-75.637459,24,12.310054
-70.937626,24,12.327053
113.201965,24,12.344054
-68.986579,24,12.361056
107.193984,24,12.377057
-55.36151,24,12.394145
-61.732041,24,12.413651
-66.222602,24,12.429841
53.1936,24,12.469671
54.432,24,12.486875
40.1472,24,12.503122
46.7424,24,12.535291
55.512,24,12.558823
45.2736,24,12.588637
68.1408,24,12.616987
48.2256,24,12.641329
69.264,24,12.661955
57.456,24,12.681678
38.4192,24,12.702168
4.68,24,12.719016
56.376,24,12.739097
59.1984,24,12.758401
77.7168,24,12.774474
79.9776,24,12.797214
63.4464,24,12.820077
10.08,24,12.837645
45.0864,24,12.858304
39.528,24,12.878146
52.5888,24,12.921515
61.92,24,12.942171
39.528,24,12.966849
55.5984,24,12.985433
34.7904,24,13.004433
53.712,24,13.022433
47.6352,24,13.040435
45.6912,24,13.062814
56.7504,24,13.082818
47.5344,24,13.10082
46.9008,24,13.11882
63.4464,24,13.146679
51.5232,24,13.178247
49.0608,24,13.209168
-218.868842,24,13.229786
53.28,24,13.246863
56.2032,24,13.276283
60.4368,24,13.309285
51.1632,24,13.333286
55.1232,24,13.358578
-117.747883,24,13.407152
-504.916961,24,13.424153
-518.411069,24,13.442157
-441.12979,24,13.465805
-505.891219,24,13.48962
-205.11917,24,13.515529
-248.465798,24,13.553237
-442.519791,24,13.587059
-574.309339,24,13.606277
-352.360286,24,13.625752
-778.573833,24,13.650115
-164.545878,24,13.668814
-177.723073,24,13.688351
-577.378175,24,13.705541
-334.323319,24,13.722014
-457.339392,24,13.745064
-551.570446,24,13.762349
-429.834311,24,13.787868
-808.199116,24,13.80671
-333.581796,24,13.824732
-100.389394,24,13.872391
-75.781527,24,13.892
-68.460714,24,13.908179
-102.508725,24,13.927775
-93.835817,24,13.961859
-59.134295,24,13.982905
-75.384969,24,14.00358
-77.000457,24,14.020581
-85.357835,24,14.039432
-79.407574,24,14.058106
-65.22747,24,14.07824
-78.822869,24,14.098876
-72.169543,24,14.119726
-126.767788,24,14.154569
-72.664269,24,14.190536
-86.025249,24,14.228345
-79.91966,24,14.254363
-89.074258,24,14.283306
-73.678712,24,14.302423
-52.389988,24,14.319217
-88.150725,24,14.356881
-80.891977,24,14.385885
-60.667894,24,14.414889
-72.000186,24,14.442888
-66.356351,24,14.468414
-74.268205,24,14.488769
-48.739357,24,14.509773
-65.642074,24,14.540653
-90.475629,24,14.570655
-35.476455,24,14.593442
-91.009234,24,14.61308
-81.52969,24,14.630616
-82.906613,24,14.648257
-75.388306,24,14.669958
-77.062379,24,14.687955
-75.995232,24,14.704451
-70.218545,24,14.721567
-59.219655,24,14.74057
-54.323076,24,14.75767
-54.645928,24,14.784203
56.376,24,14.991888
93.0672,24,15.018183
47.6208,24,15.05128
44.9856,24,15.076312
46.1088,24,15.104841
50.688,24,15.122843
38.3184,24,15.143306
46.224,24,15.164011
92.0592,24,15.184686
51.9552,24,15.202687
35.2368,24,15.220689
52.1712,24,15.241692
66.6,24,15.260692
34.92,24,15.280695
38.6352,24,15.302066
65.1744,24,15.32338
20.4336,24,15.340381
52.7328,24,15.356383
54.2736,24,15.373384
48.2256,24,15.390745
-67.461764,24,15.455698
-74.913071,24,15.485994
-57.753938,24,15.509805
-51.758577,24,15.541503
-67.427398,24,15.575176
-65.817094,24,15.603502
-73.235269,24,15.624504
-65.568114,24,15.643507
-76.009938,24,15.661507
-89.298204,24,15.678508
-93.474904,24,15.695509
-73.913381,24,15.71151
-55.331088,24,15.728512
-65.457734,24,15.744513
-60.674995,24,15.761514
-70.218545,24,15.778516
-84.971755,24,15.798519
-74.17513,24,15.818522
-74.411435,24,15.83552
-109.509454,24,15.851521
35.1936,24,15.898525
72.8064,24,15.915525
58.2768,24,15.931528
54.072,24,15.952566
44.0928,24,15.977115
47.4768,24,16.00047
46.0944,24,16.021737
103.2192,24,16.040514
68.2416,24,16.06304
39.5568,24,16.083091
90.9504,24,16.102091
52.416,24,16.121553
46.6416,24,16.142013
38.4624,24,16.161518
42.9408,24,16.188362
46.1088,24,16.213268
34.3872,24,16.233733
53.1072,24,16.251101
43.1856,24,16.284276
45.0,24,16.308793
-429.190276,24,16.361145
-423.967724,24,16.380833
-209.593451,24,16.398837
-446.530514,24,16.416838
-84.741086,24,16.440842
-449.219566,24,16.465844
-322.25048,24,16.488333
-406.182911,24,16.506772
-193.081782,24,16.538357
-44.875531,24,16.564856
31.79272,24,16.589518
-288.831066,24,16.610493
-369.235371,24,16.630184
-423.967724,24,16.646777
-355.222633,24,16.664719
36.7765,24,16.680361
-323.993504,24,16.696512
-404.532602,24,16.712711
-305.905917,24,16.729315
-348.2352,24,16.745744
-211.046553,24,16.810452
-115.571553,24,16.837387
-163.054153,24,16.855851
-164.49283,24,16.876344
-179.969377,24,16.899346
-71.775331,24,16.917821
-152.83425,24,16.936823
-139.569261,24,16.960263
-206.093219,24,16.98267
-125.645249,24,17.002682
-90.475629,24,17.020681
-24.701661,24,17.038836
-159.837158,24,17.06049
-209.478586,24,17.078493
-172.629494,24,17.105332
-204.921294,24,17.141439
-174.350214,24,17.166183
-172.629494,24,17.186135
-54.733404,24,17.203504
-178.193369,24,17.220495
-546.367421,24,17.294683
-372.914483,24,17.331562
-543.700557,24,17.354223
-294.124625,24,17.380757
-349.060968,24,17.403937
-347.84208,24,17.42461
-487.692494,24,17.444723
-501.493973,24,17.466484
-527.818386,24,17.487455
-239.55624,24,17.50902
-314.0424,24,17.530879
-430.685698,24,17.558612
-505.44287,24,17.592078
-217.813404,24,17.613952
-497.586414,24,17.638073
-496.938134,24,17.654625
-408.15504,24,17.671466
-371.074867,24,17.688639
-240.511987,24,17.706522
-276.085294,24,17.723688
47.0304,24,17.772181
43.6896,24,17.793485
53.424,24,17.817595
35.2368,24,17.842485
44.352,24,17.868098
76.4784,24,17.891872
48.1536,24,17.913088
60.4368,24,17.934299
38.9232,24,17.956174
46.0944,24,17.984416
49.536,24,18.006849
56.0736,24,18.026849
47.6352,24,18.045851
68.9472,24,18.071885
38.4192,24,18.097053
39.168,24,18.11897
83.736,24,18.137587
58.1184,24,18.167388
82.8576,24,18.186589
17.6832,24,18.206101
64.9008,24,18.27972
54.72,24,18.310721
46.872,24,18.339724
53.1936,24,18.367446
103.2192,24,18.404451
45.6912,24,18.436453
53.2368,24,18.461097
35.1936,24,18.484271
51.624,24,18.504842
103.2192,24,18.533922
39.8304,24,18.566817
40.32,24,18.601631
46.6848,24,18.631675
56.0736,24,18.663376
55.2096,24,18.701511
65.6928,24,18.735595
47.1312,24,18.766962
46.08,24,18.80036
51.552,24,18.836986
53.8848,24,18.869565
38.3184,24,18.944101
29.890386,24,18.986101
50.2992,24,19.026063
57.9888,24,19.063793
65.6928,24,19.104012
52.7328,24,19.137341
47.52,24,19.172319
18.65767,24,19.20647
59.112,24,19.238135
-10.916028,24,19.271253
-55.947327,24,19.302639
72.0,24,19.338561
36.214834,24,19.373115
46.728,24,19.408033
63.6192,24,19.442725
70.0416,24,19.476874
54.6768,24,19.51501
56.2608,24,19.55587
24.372516,24,19.59302
23.354518,24,19.623051
-42.692176,24,19.672068
-63.630133,24,19.69102
-69.099508,24,19.720433
-93.382866,24,19.741436
-65.721221,24,19.765438
-48.739357,24,19.796958
-79.918986,24,19.82663
-40.220792,24,19.855511
-85.571196,24,19.878084
-13.272176,24,19.897162
-63.488938,24,19.931558
-77.531041,24,19.963667
-67.427398,24,19.995605
-63.814236,24,20.026233
-61.791875,24,20.058235
-52.380889,24,20.081953
-86.692844,24,20.09953
-51.780936,24,20.116039
-62.40279,24,20.136939
-120.574944,24,20.16802
-74.680733,24,20.228382
-84.366933,24,20.251689
-63.036063,24,20.278399
-51.928409,24,20.303644
-73.548436,24,20.338145
-49.580033,24,20.371157
-78.569377,24,20.40118
92.0592,24,20.427215
-58.041165,24,20.459858
98.743821,24,20.497023
-68.568126,24,20.531166
-72.898994,24,20.564411
-75.637459,24,20.599263
-77.265966,24,20.622384
-54.742575,24,20.642304
-73.97441,24,20.671768
-57.032083,24,20.706536
-60.674995,24,20.741707
-68.568126,24,20.771577
-76.315612,24,20.79966
-80.506955,24,20.867349
-53.158189,24,20.895772
-72.000186,24,20.924997
-73.533787,24,20.949362
-109.019668,24,20.972968
-63.887991,24,20.999435
-98.707008,24,21.032759
-132.652309,24,21.057187
-68.851657,24,21.079908
-62.376604,24,21.111375
-89.298204,24,21.147759
-78.270593,24,21.177757
-75.728449,24,21.19576
-109.509454,24,21.223332
-28.443136,24,21.256302
-68.392983,24,21.288162
-62.601105,24,21.313397
-84.366933,24,21.333786
-65.457734,24,21.362745
-92.002492,24,21.380893
-83.104493,24,21.432211
-464.790483,24,21.459861
4.68,24,21.47964
-56.524072,24,21.510664
-30.747829,24,21.543984
-144.320335,24,21.583525
-655.343671,24,21.619798
-512.282848,24,21.643169
-676.158966,24,21.665867
35.997878,24,21.69168
-308.472967,24,21.719116
-264.467566,24,21.742501
-285.42256,24,21.7659
-144.00722,24,21.786577
-34.699406,24,21.814838
-548.778831,24,21.834824
-239.401109,24,21.861674
-548.778831,24,21.888783
-548.778831,24,21.909786
-451.284156,24,21.932919
59.976,24,21.989632
59.3424,24,22.014698
52.848,24,22.041811
58.1184,24,22.070567
55.1952,24,22.099567
-13.37227,24,22.12235
59.976,24,22.152186
45.576,24,22.180458
60.9408,24,22.200425
68.2416,24,22.228131
59.24036,24,22.249804
57.38263,24,22.273365
53.3232,24,22.30233
51.0912,24,22.325467
-8.958515,24,22.352968
53.2944,24,22.373968
55.355327,24,22.396973
43.2,24,22.419974
48.21938,24,22.442695
32.342412,24,22.475096
-81.52969,24,22.536567
66.6,24,22.574598
-48.745642,24,22.607466
82.9584,24,22.634915
85.542566,24,22.663724
-63.108233,24,22.695813
-74.680733,24,22.72577
72.144,24,22.7562
-72.169543,24,22.779201
-64.821525,24,22.806203
85.4496,24,22.826203
-72.000186,24,22.851205
-78.569377,24,22.871921
-16.279505,24,22.893735
-71.080075,24,22.917738
-74.770777,24,22.94074
-53.63409,24,22.96374
-59.551951,24,22.98174
-59.2037,24,23.002743
94.02431,24,23.023746
108.010879,24,23.075748
-70.924941,24,23.101154
-30.812074,24,23.133579
-59.551951,24,23.163754
-93.969347,24,23.1962
-117.617438,24,23.221969
-63.397894,24,23.256484
-90.830093,24,23.285097
-54.742575,24,23.309371
12.731262,24,23.334641
66.34185,24,23.360284
24.714359,24,23.384026
-107.516737,24,23.40535
-46.809054,24,23.4288
90.9504,24,23.452159
74.894809,24,23.482512
-72.865619,24,23.507515
7.24493,24,23.532163
-79.407574,24,23.565163
-81.753779,24,23.598183
33.1344,24,23.659681
67.4208,24,23.687952
53.8416,24,23.715971
38.664,24,23.743975
42.1632,24,23.768726
45.0864,24,23.802575
40.32,24,23.832933
40.032,24,23.853082
33.1344,24,23.879245
40.032,24,23.906054
53.208,24,23.933413
31.5936,24,23.956543
83.736,24,23.975787
72.8064,24,24.000076
21.3264,24,24.02208
55.9296,24,24.049552
46.3104,24,24.068553
45.576,24,24.096621
46.08,24,24.118623
23.688,24,24.144624
-92.529338,24,24.201496
-73.089691,24,24.224658
-75.995232,24,24.251663
-60.125091,24,24.277949
-56.001251,24,24.311828
-70.140613,24,24.333195
-65.721221,24,24.355683
-81.755819,24,24.376756
-71.510321,24,24.397479
-87.258735,24,24.418504
-73.548436,24,24.436947
-76.584654,24,24.454109
-60.125091,24,24.471171
-63.603741,24,24.495384
-73.933017,24,24.512807
-68.568126,24,24.541342
-64.088578,24,24.585849
-35.476455,24,24.613558
-50.404777,24,24.632278
-79.407574,24,24.658896
54.6192,24,24.724574
79.6752,24,24.755656
53.8128,24,24.774659
44.352,24,24.792659
82.8576,24,24.814663
75.2976,24,24.835287
46.656,24,24.85621
65.952,24,24.87385
45.0,24,24.894606
60.2352,24,24.9211
48.1536,24,24.948741
60.4368,24,24.969085
56.736,24,24.987765
59.0112,24,25.004404
92.88,24,25.020998
57.1968,24,25.038624
41.7456,24,25.05575
43.272,24,25.071752
64.6128,24,25.097168
47.1312,24,25.11417
38.16,24,25.167755
37.728,24,25.189774
57.744,24,25.206776
34.92,24,25.223777
48.96,24,25.240778
56.376,24,25.258783
41.904,24,25.277783
47.6064,24,25.300785
57.6,24,25.319785
54.1008,24,25.343215
39.7152,24,25.36354
48.96,24,25.386116
49.68,24,25.404223
57.0096,24,25.422224
49.9392,24,25.439225
49.68,24,25.456227
73.44,24,25.473542
66.528,24,25.504728
55.1232,24,25.545746
54.2736,24,25.584399
49.392,24,25.80452
43.4448,24,25.825581
51.0768,24,25.845709
63.6336,24,25.863282
62.3232,24,25.886013
82.9872,24,25.904763
39.3264,24,25.925615
79.9488,24,25.944616
54.6192,24,25.96607
45.1872,24,25.986573
48.4272,24,26.004203
51.9552,24,26.026624
46.1088,24,26.047939
49.1328,24,26.066943
56.1024,24,26.083942
68.2416,24,26.100945
79.9776,24,26.116945
55.4112,24,26.133947
39.7728,24,26.150947
38.2464,24,26.167948
-74.796297,24,26.216627
-68.478838,24,26.248504
-55.087074,24,26.274877
-62.830605,24,26.299882
-66.103558,24,26.321883
-28.443136,24,26.340487
-71.376395,24,26.365553
-79.71599,24,26.386138
-60.761275,24,26.407254
-58.076052,24,26.425319
-86.025249,24,26.443322
-76.583784,24,26.466007
-54.0698,24,26.486873
-93.474904,24,26.506392
-68.478838,24,26.523458
-53.728505,24,26.553036
-92.20607,24,26.583671
-92.002492,24,26.605879
-91.740815,24,26.624139
-63.712162,24,26.640541
59.0112,24,26.68659
56.2608,24,26.708983
46.1088,24,26.729757
64.4832,24,26.750433
51.5088,24,26.769491
53.28,24,26.78969
50.0256,24,26.812517
76.4784,24,26.837156
53.712,24,26.859508
38.6352,24,26.881509
55.4832,24,26.898511
81.9936,24,26.918514
48.4704,24,26.935514
82.7712,24,26.954515
48.0096,24,26.972517
50.0256,24,26.989571
36.648,24,27.006111
39.5568,24,27.023736
54.072,24,27.039309
53.2368,24,27.057557
75.2976,24,27.124641
12.1104,24,27.150836
41.2416,24,27.177517
49.0608,24,27.196517
59.8464,24,27.217518
51.5232,24,27.238537
92.88,24,27.255868
75.2976,24,27.273954
92.88,24,27.29828
46.872,24,27.319759
38.3184,24,27.338759
45.936,24,27.35676
54.9936,24,27.373762
72.8064,24,27.389763
61.3872,24,27.405764
65.1744,24,27.422765
79.2,24,27.439767
47.6352,24,27.456768
43.2,24,27.475771
48.4848,24,27.493771
-127.577152,24,27.546626
-134.509012,24,27.573629
-72.898994,24,27.601631
-153.169738,24,27.63081
-131.484107,24,27.656852
-120.212863,24,27.679853
-114.958184,24,27.698857
-75.781527,24,27.718876
-138.092439,24,27.737255
-84.971755,24,27.755247
-65.230082,24,27.779433
-94.650707,24,27.805446
-84.668738,24,27.826846
-147.120113,24,27.844778
-105.696508,24,27.87121
-73.933017,24,27.900293
-81.000362,24,27.929106
-132.758346,24,27.949597
-91.009234,24,27.967598
-102.33724,24,27.993905
41.976,24,28.039374
49.392,24,28.056872
56.7504,24,28.073943
75.2976,24,28.093945
47.6208,24,28.118695
39.3264,24,28.140696
47.4768,24,28.167457
47.4768,24,28.186465
47.0304,24,28.211822
53.9856,24,28.229504
56.376,24,28.246069
43.2,24,28.263742
54.432,24,28.280502
40.32,24,28.300909
53.28,24,28.318209
64.2816,24,28.3403
50.0256,24,28.376559
52.1712,24,28.414159
74.7072,24,28.447842
69.264,24,28.485321
46.656,24,28.563359
61.4448,24,28.588963
-13.761363,24,28.624226
54.7776,24,28.647491
69.1344,24,28.668492
20.4336,24,28.690494
47.4768,24,28.708496
64.9008,24,28.729309
46.872,24,28.749313
67.7232,24,28.768864
42.9552,24,28.791912
55.5984,24,28.810089
-42.31354,24,28.836534
57.7728,24,28.853749
67.88499,24,28.872302
53.28,24,28.889252
36.51688,24,28.906378
41.7312,24,28.935658
54.432,24,28.962722
15.453554,24,28.980727
69.8544,24,29.030236
47.736,24,29.051239
48.96,24,29.074069
58.1328,24,29.107809
55.7568,24,29.129979
41.7312,24,29.152203
-21.622251,24,29.182101
45.576,24,29.210415
65.7648,24,29.231627
82.7712,24,29.249321
-8.143312,24,29.270421
-8.143312,24,29.298633
72.144,24,29.31752
56.9232,24,29.335622
54.0,24,29.354288
44.064,24,29.372082
62.3232,24,29.398082
70.0416,24,29.422182
62.3232,24,29.440496
43.890611,24,29.457726
39.5568,24,29.504729
38.6352,24,29.521733
59.8464,24,29.549878
46.1088,24,29.579881
55.2096,24,29.611882
57.6,24,29.634484
39.5712,24,29.654077
51.624,24,29.675157
54.5184,24,29.693584
57.1968,24,29.713626
53.9568,24,29.731296
57.024,24,29.749282
61.8048,24,29.766233
50.6736,24,29.782182
43.4448,24,29.809952
43.6896,24,29.832743
56.736,24,29.856018
51.1632,24,29.890226
50.2848,24,29.912517
83.5056,24,29.941622
-79.918986,24,29.998599
-54.0698,24,30.017416
-73.913381,24,30.04343
-63.630133,24,30.070629
-92.002492,24,30.094873
-65.230082,24,30.114426
-100.899434,24,30.138307
-57.825979,24,30.16235
-78.569377,24,30.181483
-55.189464,24,30.199639
-59.034989,24,30.219186
-77.831771,24,30.238736
-63.887991,24,30.265418
-56.63788,24,30.289399
-84.265946,24,30.3136
-93.474904,24,30.331089
-71.296076,24,30.34787
-120.322228,24,30.386503
-63.992756,24,30.427854
-65.457734,24,30.467233
-318.2398,24,30.53182
-333.179082,24,30.565639
34.703274,24,30.604919
-89.628014,24,30.62792
-409.289832,24,30.651498
-47.77363,24,30.675369
-177.414512,24,30.695599
-369.013171,24,30.714198
57.373508,24,30.732008
-436.958501,24,30.748779
-333.179082,24,30.765303
-314.005266,24,30.782442
-289.272306,24,30.815561
-480.412405,24,30.839917
-272.31467,24,30.85797
-224.728906,24,30.884232
-304.651594,24,30.900472
-68.505326,24,30.918006
-108.384334,24,30.937597
-474.112855,24,30.978623
-74.796297,24,31.038054
-84.265946,24,31.057151
-57.592111,24,31.083699
-81.512654,24,31.102697
-113.552116,24,31.125254
-76.315612,24,31.149355
-55.189464,24,31.16901
-52.389988,24,31.191053
-57.364509,24,31.212775
-81.629864,24,31.232256
-68.851657,24,31.250799
-69.315011,24,31.269872
-61.287633,24,31.291783
-79.041486,24,31.309409
-113.785823,24,31.326267
-77.831771,24,31.342759
-42.692176,24,31.359802
-50.404777,24,31.378804
-68.460714,24,31.39945
-78.270593,24,31.436097
-355.219387,24,31.507125
-350.111473,24,31.536183
-195.744381,24,31.574183
-414.889369,24,31.608747
-32.041073,24,31.631967
-153.033024,24,31.652341
-287.485089,24,31.674662
-32.041073,24,31.695454
-74.796297,24,31.716181
-425.600902,24,31.739209
-377.96453,24,31.75695
13.595427,24,31.773629
-195.822117,24,31.799741
-276.748672,24,31.821205
-219.478334,24,31.838127
-292.030964,24,31.854276
-155.389683,24,31.870973
-59.415768,24,31.887835
-179.067011,24,31.923131
-291.978703,24,31.955134
61.4448,24,32.002337
57.168,24,32.020338
64.9008,24,32.037339
43.2,24,32.05434
33.5952,24,32.076345
92.88,24,32.108348
49.0608,24,32.130487
60.9408,24,32.148977
37.728,24,32.167397
40.5216,24,32.188864
42.9408,24,32.20974
63.4464,24,32.228804
53.3664,24,32.249804
44.8992,24,32.266805
56.376,24,32.285809
40.5216,24,32.303809
26.0784,24,32.32081
47.6208,24,32.337811
43.2,24,32.354813
64.9008,24,32.370814
48.1536,24,32.417817
70.0416,24,32.435819
54.2736,24,32.45482
34.0416,24,32.478486
60.2352,24,32.506999
43.2,24,32.524566
40.32,24,32.55557
41.7312,24,32.589002
49.4352,24,32.613195
45.2736,24,32.634518
41.904,24,32.655515
41.832,24,32.673969
56.7504,24,32.697365
66.8016,24,32.744446
54.432,24,32.78845
58.9968,24,32.827282
41.832,24,32.846282
54.0,24,32.867996
77.7168,24,32.896431
62.3232,24,32.927429
62.9856,24,32.981808
37.728,24,33.004812
42.912,24,33.027815
17.784699,24,33.047435
56.1744,24,33.067558
36.648,24,33.09356
58.2768,24,33.114952
39.7728,24,33.137657
46.224,24,33.159631
50.7456,24,33.178417
47.9376,24,33.195155
57.1104,24,33.212801
38.9232,24,33.229467
-1.528636,24,33.246069
40.32,24,33.262808
38.16,24,33.280294
-5.334358,24,33.301088
42.912,24,33.327686
54.432,24,33.364678
-21.717256,24,33.39581
56.2608,24,33.446121
92.0592,24,33.484442
51.624,24,33.508653
77.7168,24,33.528655
47.6496,24,33.559657
